cell_id,pred_phase,pred_age
cell_6717,G2,890.3594667
cell_6718,G1,214.7386667
cell_6719,S,535.5365333
cell_6720,S,437.0725333
cell_6726,S,391.7296
cell_6729,G1,184.0549333
cell_6730,G1,154.3008
cell_6735,G1,175.2202667
cell_6739,G1,274.1770667
cell_6741,G1,161.8138667
cell_6742,G1,191.1434667
cell_6747,S,642.0528
cell_6749,G2,921.6858667
cell_6750,S,396.8330667
cell_6751,G2,961.7546667
cell_6756,S,520.9770667
cell_6759,S,387.8016
cell_6761,S,630.7637333
cell_6762,G1,110.7253333
cell_6763,S,470.2325333
cell_6765,S,759.6997333
cell_6766,G1,461.8922667
cell_6768,G1,1093.933867
cell_6771,S,402.3712
cell_6773,G1,68.29066667
cell_6774,G1,145.3962667
cell_6780,G2,867.6693333
cell_6785,G1,96.9184
cell_6786,S,638.8341333
cell_6787,S,537.4778667
cell_6791,G2,882.7498667
cell_6792,S,390.5797333
cell_6796,G1,940.2389333
cell_6797,G2,935.7770667
cell_6798,G1,31.60426667
cell_6802,G1,220.1856
cell_6805,S,500.9616
cell_6806,G1,193.4522667
cell_6809,G1,39.51626667
cell_6810,G1,102.8208
cell_6812,G1,788.2362667
cell_6814,S,697.1909333
cell_6815,G1,318.5536
cell_6816,G1,158.6784
cell_6818,G1,73.55573333
cell_6819,G1,291.6224
cell_6820,G2,893.4704
cell_6822,G1,901.1530667
cell_6824,S,578.2405333
cell_6825,G1,273.7130667
cell_6826,G1,269.7781333
cell_6828,G1,183.9904
cell_6831,G1,11.44106667
cell_6833,G2,955.4314667
cell_6835,S,433.8112
cell_6839,G1,461.1136
cell_6842,G1,101.5264
cell_6844,G2,979.0005333
cell_6845,S,469.7072
cell_6850,G1,492.3157333
cell_6851,S,919.4085333
cell_6852,G1,574.4501333
cell_6854,S,605.1744
cell_6855,G1,288.224
cell_6858,S,514.8085333
cell_6859,G1,43.55146667
cell_6861,G2,1048.410133
cell_6864,G1,202.2821333
cell_6865,G1,331.3408
cell_6870,G1,148.6165333
cell_6873,S,412.7829333
cell_6876,G1,177.5562667
cell_6877,G1,329.5781333
cell_6882,G1,139.6976
cell_6883,G1,80.74506667
cell_6886,G2,808.3557333
cell_6887,G1,533.5504
cell_6889,G1,229.5237333
cell_6890,S,352.2032
cell_6892,S,687.7296
cell_6894,G2,926.0821333
cell_6895,S,543.5504
cell_6896,G1,301.2986667
cell_6897,S,609.504
cell_6901,S,524.2970667
cell_6902,S,464.7562667
cell_6903,G2,913.4885333
cell_6906,S,687.9813333
cell_6910,S,477.4021333
cell_6911,S,364.4613333
cell_6914,G1,106.4202667
cell_6917,G1,793.2437333
cell_6918,S,521.0010667
cell_6919,G1,284.5008
cell_6920,G1,267.0805333
cell_6922,G1,202.0688
cell_6923,G1,466.872
cell_6926,G1,226.1904
cell_6928,S,491.5386667
cell_6931,G1,322.4730667
cell_6934,G2,996.4725333
cell_6937,S,383.2186667
cell_6938,S,741.7616
cell_6942,G1,304.36
cell_6944,G1,293.8778667
cell_6945,G2,936.6048
cell_6946,S,822.0778667
cell_6947,S,684.8746667
cell_6951,S,604.6544
cell_6960,S,455.2757333
cell_6961,S,430.5701333
cell_6964,S,458.2346667
cell_6965,S,470.2229333
cell_6967,G2,1076.766933
cell_6968,S,624.184
cell_6972,S,767.7498667
cell_6974,S,645.6810667
cell_6975,S,488.2213333
cell_6976,S,481.6613333
cell_6977,S,393.1162667
cell_6978,G1,150.6229333
cell_6979,G2,913.0090667
cell_6981,S,528.512
cell_6983,G1,269.5013333
cell_6985,S,415.2469333
cell_6986,S,399.2074667
cell_6987,G1,1106.065067
cell_6989,G1,236.1738667
cell_6990,G1,516.7578667
cell_6991,G2,808.7274667
cell_6993,G1,270.1157333
cell_6994,G1,572.6362667
cell_6995,G1,155.2464
cell_7000,S,433.3701333
cell_7003,S,375.6752
cell_7005,G1,388.0426667
cell_7010,S,376.7605333
cell_7011,S,381.5925333
cell_7013,S,716.832
cell_7014,S,365.8250667
cell_7017,G2,921.9754667
cell_7019,S,353.8341333
cell_7020,G1,252.4352
cell_7022,G1,197.5237333
cell_7023,G2,844.1952
cell_7024,S,691.9797333
cell_7026,S,623.8917333
cell_7027,G1,228.2058667
cell_7028,G2,965.712
cell_7031,S,479.5456
cell_7032,G1,239.0576
cell_7033,G1,256.2421333
cell_7034,G1,970.9850667
cell_7035,G1,236.3962667
cell_7037,G1,235.9594667
cell_7038,G1,239.5317333
cell_7042,G1,106.3674667
cell_7043,G1,343.3888
cell_7045,S,482.5082667
cell_7046,G1,241.5296
cell_7047,G1,189.0096
cell_7048,G1,275.8282667
cell_7049,G1,192.8154667
cell_7050,G1,294.4330667
cell_7053,G1,288.0368
cell_7054,G1,270.3754667
cell_7055,G1,248.9648
cell_7057,G1,204.6154667
cell_7059,S,781.6010667
cell_7060,S,730.5088
cell_7061,S,518.9904
cell_7062,G1,203.2853333
cell_7065,S,355.7850667
cell_7066,S,468.8261333
cell_7068,S,532.2469333
cell_7072,G1,308.6357333
cell_7073,S,926.9818667
cell_7074,G1,361.1429333
cell_7075,S,612.2933333
cell_7076,G1,831.1973333
cell_7077,G2,959.1328
cell_7079,S,759.1541333
cell_7080,G1,179.2848
cell_7082,G1,200.12
cell_7083,G1,285.4250667
cell_7084,S,346.4853333
cell_7085,G1,201.3717333
cell_7086,S,560.3632
cell_7087,G1,114.6757333
cell_7089,G1,164.904
cell_7090,G1,243.3621333
cell_7094,G2,920.3029333
cell_7096,G2,947.6666667
cell_7097,G1,232.0533333
cell_7098,S,502.9856
cell_7100,G2,870.6821333
cell_7102,G1,110.3669333
cell_7103,G1,278.3381333
cell_7104,G1,188.4378667
cell_7105,G1,290.0325333
cell_7106,S,441.2570667
cell_7107,S,563.7381333
cell_7108,G1,69.84106667
cell_7109,G1,214.9749333
cell_7110,G1,170.5333333
cell_7112,G1,328.0677333
cell_7113,G1,103.8821333
cell_7114,G1,83.98933333
cell_7116,S,687.4106667
cell_7118,S,754.016
cell_7119,G1,289.08
cell_7120,S,519.1525333
cell_7121,S,348.5685333
cell_7122,G1,208.3301333
cell_7123,G1,76.63413333
cell_7124,G1,304.3712
cell_7125,S,652.6101333
cell_7126,S,441.9392
cell_7128,G1,234.2293333
cell_7129,G1,670.7802667
cell_7130,S,572.2352
cell_7131,G1,174.1130667
cell_7132,G2,951.8448
cell_7133,S,415.736
cell_7134,G1,344.72
cell_7135,G1,227.864
cell_7136,G1,873.3450667
cell_7137,G1,297.1930667
cell_7138,G1,171.1642667
cell_7139,G2,883.0384
cell_7140,S,815.6005333
cell_7141,G1,915.8469333
cell_7142,G1,135.6112
cell_7143,S,580.0496
cell_7144,G2,901.4064
cell_7145,G1,264.736
cell_7146,G1,284.1370667
cell_7147,S,424.1221333
cell_7148,G1,398.6805333
cell_7149,G1,107.6469333
cell_7150,G1,268.8757333
cell_7151,S,343.2224
cell_7152,S,388.6389333
cell_7153,S,542.7930667
cell_7154,S,396.7685333
cell_7155,S,357.2464
cell_7156,G1,126.8789333
cell_7157,S,653.4858667
cell_7158,S,440.2634667
cell_7159,S,352.9248
cell_7160,G2,971.8512
cell_7161,G2,938.0368
cell_7162,S,418.5349333
cell_7163,G1,113.96
cell_7164,G1,849.5082667
cell_7165,G1,87.6432
cell_7166,S,404.7888
cell_7167,G1,291.8357333
cell_7168,G1,315.0512
cell_7169,G1,978.608
cell_7170,G1,250.0512
cell_7171,G1,116.5632
cell_7172,S,436.0933333
cell_7173,G1,336.6064
cell_7174,G1,563.9584
cell_7175,G1,485.2394667
cell_7176,S,666.8037333
cell_7177,G2,936.7813333
cell_7178,G1,182.2261333
cell_7179,G1,138.7221333
cell_7180,G1,219.712
cell_7181,G1,242.9914667
cell_7182,G1,131.744
cell_7183,S,609.1514667
cell_7184,G1,317.0064
cell_7185,S,458.7024
cell_7186,G1,66.44693333
cell_7187,G1,186.8517333
cell_7188,G1,263.8181333
cell_7189,G1,178.0533333
cell_7190,S,714.7813333
cell_7191,G2,898.1253333
cell_7192,S,465.9557333
cell_7193,G1,155.6928
cell_7194,G1,145.5157333
cell_7195,G2,895.8538667
cell_7196,S,375.4869333
cell_7197,G1,191.8773333
cell_7198,G1,262.5098667
cell_7199,G1,255.648
cell_7200,S,417.9605333
cell_7201,G1,234.8506667
cell_7202,G1,223.3050667
cell_7203,G1,338.7808
cell_7204,G1,231.3493333
cell_7205,S,419.9589333
cell_7206,G1,171.1562667
cell_7207,G1,246.3658667
cell_7208,G1,162.6186667
cell_7209,G2,987.6112
cell_7210,G1,326.5525333
cell_7211,G1,200.8773333
cell_7212,G1,163.264
cell_7213,G1,203.3402667
cell_7214,S,577.6325333
cell_7215,S,453.5856
cell_7216,G1,220.7536
cell_7217,G1,292.7605333
cell_7218,S,586.5514667
cell_7219,S,519.1818667
cell_7220,S,460.2757333
cell_7221,G1,229.7093333
cell_7222,S,710.9189333
cell_7223,S,716.9008
cell_7224,G1,220.8362667
cell_7225,S,365.4325333
cell_7226,G2,853.5952
cell_7227,G1,266.8314667
cell_7228,S,449.9088
cell_7229,G1,286.3050667
cell_7230,G1,135.0602667
cell_7231,G1,170.5770667
cell_7232,G1,111.5893333
cell_7233,G1,326.8133333
cell_7234,G2,932.0058667
cell_7235,G1,278.2837333
cell_7236,G1,758.6522667
cell_7237,G1,287.9237333
cell_7238,S,369.9904
cell_7239,G1,195.1674667
cell_7240,S,377.064
cell_7241,S,446.9178667
cell_7242,G1,328.5770667
cell_7243,S,539.2618667
cell_7244,G1,85.3328
cell_7245,G1,243.3626667
cell_7246,S,512.056
cell_7247,G1,290.1952
cell_7248,S,598.4864
cell_7249,G2,816.5610667
cell_7250,G1,145.9893333
cell_7251,G1,276.3141333
cell_7252,S,428.5642667
cell_7253,G1,100.1914667
cell_7254,G1,235.2949333
cell_7255,S,569.7626667
cell_7256,S,428.3898667
cell_7257,G1,236.768
cell_7258,S,560.9696
cell_7259,S,467.6704
cell_7260,G1,830.6917333
cell_7261,G1,280.968
cell_7262,G1,118.7472
cell_7263,G1,191.9738667
cell_7264,G1,275.5546667
cell_7265,G1,276.4704
cell_7266,G1,120.5706667
cell_7267,S,788.872
cell_7268,G1,123.0773333
cell_7269,S,499.6037333
cell_7270,S,505.8645333
cell_7271,S,655.5754667
cell_7272,S,637.7658667
cell_7273,G1,280.8816
cell_7274,G1,105.2752
cell_7275,G1,195.5269333
cell_7276,S,418.8704
cell_7277,G2,1001.191467
cell_7278,G1,172.7205333
cell_7279,S,396.0464
cell_7280,G1,228.7173333
cell_7281,G1,215.5850667
cell_7282,G1,173.6864
cell_7283,G1,127.1968
cell_7284,S,693.2410667
cell_7285,S,368.4384
cell_7286,G2,979.5205333
cell_7287,G2,866.3392
cell_7288,S,415.8853333
cell_7289,S,492.2405333
cell_7290,G1,74.02933333
cell_7291,S,607.2762667
cell_7292,S,374.9765333
cell_7293,S,607.6272
cell_7294,G2,882.2128
cell_7295,G1,850.6789333
cell_7296,G1,471.192
cell_7297,G2,828.7776
cell_7298,G2,872.4506667
cell_7299,S,658.7477333
cell_7301,G1,149.2250667
cell_7302,S,610.9381333
cell_7303,S,429.1066667
cell_7304,G1,211.264
cell_7305,S,357.2202667
cell_7306,G1,111.1829333
cell_7307,S,414.3696
cell_7308,G2,838.1168
cell_7309,S,650.6805333
cell_7310,G1,930.792
cell_7311,S,446.4698667
cell_7312,G1,67.23626667
cell_7313,G1,241.0810667
cell_7314,S,408.3242667
cell_7315,G1,284.0373333
cell_7316,G1,112.1674667
cell_7317,G1,127.9648
cell_7318,S,624.2736
cell_7319,G2,863.176
cell_7320,G1,194.6570667
cell_7321,S,761.0122667
cell_7322,S,554.8741333
cell_7323,G1,212.0624
cell_7324,G1,269.5109333
cell_7325,G1,838.7781333
cell_7326,S,402.4432
cell_7327,G1,89.42186667
cell_7328,G1,804.7685333
cell_7330,S,383.2773333
cell_7331,G1,228.4368
cell_7332,G1,235.9109333
cell_7333,G1,217.4250667
cell_7334,G1,327.4533333
cell_7335,S,433.7130667
cell_7336,G1,839.1317333
cell_7337,S,483.5845333
cell_7338,G1,199.9722667
cell_7339,G1,842.6074667
cell_7340,G1,99.8656
cell_7341,G1,198.7413333
cell_7342,G1,239.336
cell_7343,G1,215.0768
cell_7344,S,490.4821333
cell_7345,S,525.9114667
cell_7346,S,491.3584
cell_7347,G2,1025.898133
cell_7348,G1,96.86346667
cell_7349,S,487.792
cell_7350,S,469.5482667
cell_7351,S,898.4981333
cell_7352,S,521.1866667
cell_7353,S,409.6032
cell_7354,G1,229.6074667
cell_7355,G1,247.3109333
cell_7356,G1,131.8442667
cell_7357,G1,53.28426667
cell_7358,G1,828.6346667
cell_7359,G1,268.1962667
cell_7360,S,392.1141333
cell_7361,G1,163.8458667
cell_7362,G1,201.3210667
cell_7363,G1,205.7322667
cell_7364,S,396.7397333
cell_7365,G1,164.7632
cell_7366,S,506.928
cell_7367,G2,814.0170667
cell_7368,G1,246.6901333
cell_7369,G1,56.376
cell_7370,S,536.2528
cell_7371,G1,172.5077333
cell_7372,S,533.4997333
cell_7373,G1,142.5872
cell_7374,S,389.5349333
cell_7375,G1,212.6981333
cell_7376,S,479.8794667
cell_7377,G1,112.1552
cell_7378,S,739.5610667
cell_7379,G1,214.3594667
cell_7380,G1,113.8528
cell_7381,G1,75.2448
cell_7382,G1,97.3872
cell_7383,G1,171.4432
cell_7384,S,393.0144
cell_7385,G1,152.3493333
cell_7386,G1,167.6496
cell_7387,G2,969.3605333
cell_7388,G1,94.5008
cell_7389,G1,477.1109333
cell_7390,G1,837.7632
cell_7391,G2,836.3088
cell_7392,G1,94.152
cell_7393,G1,281.28
cell_7394,G1,59.93173333
cell_7395,G1,241.6474667
cell_7396,G1,176.1493333
cell_7397,S,417.9994667
cell_7398,G1,197.4416
cell_7399,G2,742.8165333
cell_7400,G1,270.7562667
cell_7401,G1,65.83733333
cell_7402,S,439.9562667
cell_7403,G2,991.7312
cell_7404,G1,271.6666667
cell_7405,G2,844.1792
cell_7406,S,641.7765333
cell_7407,S,545.5786667
cell_7408,G1,226.768
cell_7409,G1,184.8453333
cell_7410,G1,207.4874667
cell_7411,G1,306.1365333
cell_7412,G2,898.2885333
cell_7413,G1,156.6224
cell_7414,S,588.1258667
cell_7415,G1,136.9264
cell_7416,G1,332.2426667
cell_7417,G1,149.2661333
cell_7418,G1,183.7850667
cell_7419,G1,226.6789333
cell_7420,G1,723.1061333
cell_7421,G1,124.3408
cell_7422,G1,269.4346667
cell_7423,G1,198.928
cell_7424,G2,1102.528533
cell_7425,G1,187.2997333
cell_7426,G1,275.8613333
cell_7427,G2,813.0085333
cell_7428,G1,827.3818667
cell_7429,S,433.2213333
cell_7430,S,394.9461333
cell_7431,G1,168.2533333
cell_7432,S,396.4688
cell_7433,S,395.8117333
cell_7434,G1,174.2426667
cell_7435,G2,992.8176
cell_7436,G1,330.3509333
cell_7437,S,406.808
cell_7438,G1,159.1957333
cell_7439,G1,810.0741333
cell_7440,G1,264.2474667
cell_7441,G1,145.7690667
cell_7442,G1,220.2330667
cell_7443,S,593.0672
cell_7444,S,461.6821333
cell_7445,G1,118.9797333
cell_7446,G2,942.3712
cell_7447,G1,243.8208
cell_7448,S,451.0533333
cell_7449,G2,921.5306667
cell_7450,S,490.2101333
cell_7451,G2,832.7861333
cell_7452,G1,166.5925333
cell_7453,S,435.4389333
cell_7454,G2,985.7429333
cell_7455,G2,1035.246933
cell_7456,S,691.4805333
cell_7457,S,697.7994667
cell_7458,G2,862.8528
cell_7459,G1,331.6032
cell_7460,S,409.1514667
cell_7461,S,444.2346667
cell_7462,G1,188.0154667
cell_7463,S,390.8304
cell_7464,S,378.1274667
cell_7465,S,370.1562667
cell_7466,S,411.0165333
cell_7467,G1,116.5781333
cell_7468,S,721.4032
cell_7469,G1,121.6954667
cell_7470,G1,53.464
cell_7471,G1,235.2176
cell_7472,G1,188.1589333
cell_7473,G1,47.15466667
cell_7474,S,591.0938667
cell_7475,S,486.9818667
cell_7476,G2,898.5056
cell_7477,S,459.2496
cell_7478,S,420.7936
cell_7479,S,685.9056
cell_7480,G1,312.92
cell_7481,G2,849.3024
cell_7482,G2,934.3386667
cell_7483,S,368.9173333
cell_7484,G1,453.2341333
cell_7485,S,793.7909333
cell_7486,G1,474.1242667
cell_7487,S,655.3290667
cell_7488,G1,121.7792
cell_7489,G1,176.0058667
cell_7490,G1,540.7674667
cell_7491,G2,935.2912
cell_7492,G1,270.8341333
cell_7493,G1,110.4112
cell_7494,G2,876.1568
cell_7495,G1,57.7904
cell_7496,G2,910.1866667
cell_7497,G1,288.4586667
cell_7498,G1,98.02506667
cell_7499,S,440.5882667
cell_7500,G1,272.6368
cell_7501,S,681.536
cell_7502,S,538.4512
cell_7503,S,681.9104
cell_7505,G1,179.4618667
cell_7506,G1,193.6405333
cell_7507,G1,57.70453333
cell_7508,S,653.6928
cell_7509,G1,509.6890667
cell_7510,G2,974.7877333
cell_7511,S,544.7269333
cell_7512,S,647.8304
cell_7513,G1,222.624
cell_7514,G1,199.9824
cell_7515,S,429.0197333
cell_7516,S,422.0464
cell_7517,G2,949.2272
cell_7518,S,473.8149333
cell_7519,S,661.7349333
cell_7520,G1,259.0138667
cell_7521,G1,275.5557333
cell_7522,G1,85.89066667
cell_7523,G1,209.8672
cell_7524,G2,1005.861333
cell_7525,G1,224.1125333
cell_7526,S,689.2474667
cell_7527,G1,111.1445333
cell_7528,G1,824.8901333
cell_7529,S,852.0389333
cell_7530,G1,187.3946667
cell_7531,S,459.3696
cell_7532,G1,161.6085333
cell_7533,G1,298.7557333
cell_7534,G1,217.16
cell_7535,G1,112.4965333
cell_7536,S,381.4512
cell_7537,S,437.9797333
cell_7538,G1,65.88853333
cell_7539,S,425.3178667
cell_7540,S,407.3866667
cell_7541,G1,215.9338667
cell_7542,G1,148.3797333
cell_7543,S,559.024
cell_7544,G2,1003.300267
cell_7545,G1,198.9637333
cell_7546,S,689.0570667
cell_7547,S,738.7136
cell_7548,G2,1036.418667
cell_7549,S,416.0352
cell_7550,G1,117.2021333
cell_7551,G2,851.0666667
cell_7552,S,521.2538667
cell_7553,G2,966.8832
cell_7554,G1,174.6682667
cell_7555,G1,80.3648
cell_7556,S,440.6885333
cell_7557,G1,108.3978667
cell_7558,S,359.6544
cell_7559,S,445.544
cell_7560,G1,95.50133333
cell_7561,S,391.0928
cell_7562,G1,352.1082667
cell_7563,S,693.1728
cell_7564,G2,847.5002667
cell_7565,G1,104.9114667
cell_7566,G1,67.38453333
cell_7567,G1,134.6485333
cell_7568,G1,112.3168
cell_7569,S,369.7914667
cell_7570,S,612.6762667
cell_7571,S,581.5504
cell_7572,G1,197.6810667
cell_7573,G1,126.6682667
cell_7574,S,372.0469333
cell_7575,G1,203.1578667
cell_7576,G1,185.7637333
cell_7577,G1,115.1690667
cell_7578,S,747.3722667
cell_7579,G1,149.8234667
cell_7580,G2,973.8661333
cell_7581,S,385.4096
cell_7582,G1,162.7173333
cell_7583,G1,147.0437333
cell_7584,G1,261.5674667
cell_7585,G2,838.5226667
cell_7586,G2,902.7221333
cell_7587,G1,153.1536
cell_7588,G2,844.1669333
cell_7589,G1,598.4805333
cell_7590,G1,255.9386667
cell_7591,G1,206.408
cell_7592,G1,452.9669333
cell_7593,G1,234.2645333
cell_7594,G1,148.8154667
cell_7595,G2,831.1509333
cell_7596,G1,265.2026667
cell_7597,S,508.1354667
cell_7598,G2,915.9578667
cell_7599,S,498.9626667
cell_7600,G1,158.0485333
cell_7601,G1,300.0645333
cell_7602,S,378.6309333
cell_7603,G1,261.9856
cell_7604,G1,109.8309333
cell_7605,S,747.3365333
cell_7606,G1,256.0282667
cell_7607,S,673.1498667
cell_7608,S,663.8512
cell_7609,G1,173.5445333
cell_7610,S,360.6410667
cell_7611,S,478.1029333
cell_7612,S,550.312
cell_7613,S,746.0368
cell_7614,S,479.3530667
cell_7615,S,532.5701333
cell_7616,S,409.4362667
cell_7617,S,436.3002667
cell_7618,G1,114.5381333
cell_7619,G1,149.9301333
cell_7620,S,455.5888
cell_7621,G1,194.112
cell_7622,G2,840.216
cell_7623,S,410.7173333
cell_7624,G1,406.0842667
cell_7625,G1,149.9658667
cell_7626,S,365.0773333
cell_7627,S,352.1024
cell_7628,G2,901.4245333
cell_7629,S,364.9461333
cell_7630,G1,283.3914667
cell_7631,S,504.3786667
cell_7632,G1,161.7104
cell_7633,S,442.9498667
cell_7634,G1,60.9248
cell_7635,G1,213.7717333
cell_7636,S,397.7024
cell_7637,G1,90.69813333
cell_7638,G1,122.7845333
cell_7639,S,392.2538667
cell_7640,G1,218.5696
cell_7641,S,557.8170667
cell_7642,G1,134.1861333
cell_7643,S,619.6602667
cell_7644,G1,258.5658667
cell_7645,S,350.0714667
cell_7646,G1,68.2784
cell_7647,S,394.8757333
cell_7648,G1,110.7776
cell_7649,G2,924.4112
cell_7650,G1,161.9962667
cell_7651,G2,1060.766933
cell_7652,G2,894.8309333
cell_7653,G1,166.3338667
cell_7654,S,815.0608
cell_7655,G1,147.5104
cell_7656,G1,49.27466667
cell_7657,G1,242.7802667
cell_7658,G1,106.232
cell_7659,S,719.9765333
cell_7660,G1,153.0922667
cell_7661,G1,144.3472
cell_7662,S,872.7168
cell_7663,G1,174.4629333
cell_7664,G1,172.1498667
cell_7665,S,380.2698667
cell_7666,S,392.9365333
cell_7667,S,513.0698667
cell_7668,S,710.5418667
cell_7669,G1,159.4032
cell_7670,G2,967.2357333
cell_7671,G1,147.3530667
cell_7672,G1,186.9477333
cell_7673,S,717.8970667
cell_7674,G1,98.4272
cell_7675,G2,904.2346667
cell_7676,S,433.1450667
cell_7677,S,611.1893333
cell_7678,S,684.4218667
cell_7679,S,646.0117333
cell_7680,G1,185.1712
cell_7681,G1,150.2314667
cell_7682,S,460.4448
cell_7683,G1,277.7370667
cell_7684,G2,897.7850667
cell_7685,G1,183.2426667
cell_7687,S,704.0810667
cell_7688,G1,254.3104
cell_7689,G1,104.9226667
cell_7690,G1,170.832
cell_7691,G1,304.2928
cell_7692,G1,136.0016
cell_7693,G1,210.3930667
cell_7694,G1,326.2458667
cell_7695,G1,300.9290667
cell_7696,S,850.216
cell_7697,G1,381.8426667
cell_7698,G1,267.3877333
cell_7699,S,691.5018667
cell_7700,G2,885.1269333
cell_7701,G1,137.1866667
cell_7702,S,429.4693333
cell_7703,S,571.8245333
cell_7704,G1,173.8048
cell_7705,G1,297.168
cell_7706,G1,291.5818667
cell_7707,G1,113.3882667
cell_7708,G1,92.11253333
cell_7709,G1,145.7605333
cell_7710,G1,70.4512
cell_7711,G1,130.5013333
cell_7712,G2,879.8442667
cell_7713,G2,949.9189333
cell_7714,G1,616.7498667
cell_7715,S,371.1989333
cell_7716,S,686.6048
cell_7717,G2,887.9450667
cell_7718,G1,125.6496
cell_7719,S,606.9957333
cell_7720,G1,118.0021333
cell_7721,G1,73.57173333
cell_7722,G1,281.0069333
cell_7723,G1,190.5568
cell_7724,G1,217.9216
cell_7725,G2,933.8506667
cell_7726,G2,899.6874667
cell_7727,G2,936.9925333
cell_7728,G1,239.8048
cell_7729,G1,277.8122667
cell_7730,G1,274.1637333
cell_7731,S,695.7509333
cell_7732,S,734.7061333
cell_7733,S,435.6976
cell_7734,G1,124.1456
cell_7735,S,720.8272
cell_7736,G1,101.3525333
cell_7737,G1,218.3130667
cell_7738,G1,174.0965333
cell_7739,G1,984.1717333
cell_7740,S,511.1989333
cell_7741,G1,231.2336
cell_7742,G1,190.5765333
cell_7743,G1,77.5328
cell_7744,G1,113.3205333
cell_7745,G1,185.8661333
cell_7746,G1,705.7674667
cell_7747,G2,890.2106667
cell_7748,G1,286.5594667
cell_7750,G1,196.9157333
cell_7751,G1,203.3722667
cell_7752,S,388.8485333
cell_7753,G1,225.9386667
cell_7754,G1,44.24853333
cell_7755,G1,113.5514667
cell_7756,G2,866.4416
cell_7757,G2,883.9322667
cell_7758,G1,183.2373333
cell_7759,G1,58.84746667
cell_7760,S,611.4218667
cell_7761,G2,897.9888
cell_7762,G1,267.3914667
cell_7763,S,919.3242667
cell_7764,G1,342.8608
cell_7765,G1,235.2176
cell_7766,G1,64.99733333
cell_7767,G1,268.1930667
cell_7768,S,774.6058667
cell_7769,G1,264.8154667
cell_7770,G1,630.1589333
cell_7771,S,551.6309333
cell_7772,G1,337.2778667
cell_7773,G1,225.1648
cell_7774,G1,160.7946667
cell_7775,G1,248.5797333
cell_7776,G1,239.4592
cell_7777,G2,951.7984
cell_7778,G1,231.5845333
cell_7779,G1,52.25226667
cell_7780,G1,838.2976
cell_7781,G1,230.3013333
cell_7782,G1,149.6064
cell_7783,G2,903.5066667
cell_7784,G1,245.7306667
cell_7785,G1,163.7978667
cell_7786,G1,183.1061333
cell_7787,G1,942.3237333
cell_7788,S,540.0288
cell_7789,S,604.8752
cell_7790,G1,319.2069333
cell_7791,G1,85.6768
cell_7792,S,407.2517333
cell_7793,S,649.7344
cell_7794,G1,599.2144
cell_7795,G1,66.128
cell_7796,G1,188.4208
cell_7797,S,379.8533333
cell_7798,S,438.5818667
cell_7799,G1,308.9429333
cell_7800,G2,953.4656
cell_7801,S,680.3349333
cell_7802,G1,235.6693333
cell_7803,G1,57.2512
cell_7804,G1,183.9312
cell_7805,S,520.4058667
cell_7806,G1,258.8592
cell_7807,G1,61.96746667
cell_7808,G1,240.1125333
cell_7809,G1,225.1744
cell_7810,G1,490.4448
cell_7811,S,446.9130667
cell_7812,S,673.8837333
cell_7813,S,989.8074667
cell_7814,G1,909.8517333
cell_7815,S,343.2389333
cell_7816,S,663.2896
cell_7817,G1,306.8186667
cell_7818,S,408.984
cell_7819,G1,192.1152
cell_7820,G1,134.2490667
cell_7821,S,834.4485333
cell_7822,G1,122.1152
cell_7823,G1,142.2021333
cell_7824,G1,195.6912
cell_7825,G1,166.2117333
cell_7826,G1,370.4074667
cell_7827,S,538.9301333
cell_7828,G1,218.1717333
cell_7829,G1,230.152
cell_7830,G2,910.3034667
cell_7831,G1,411.3749333
cell_7832,G1,246.4474667
cell_7833,G1,77.70933333
cell_7834,G1,218.9834667
cell_7835,S,503.376
cell_7836,G1,896.8597333
cell_7837,S,450.16
cell_7838,G1,285.8741333
cell_7839,G2,934.3242667
cell_7840,S,477.3541333
cell_7841,G1,262.2021333
cell_7842,S,358.8645333
cell_7843,G1,235.5114667
cell_7844,S,581.7541333
cell_7845,G1,216.6832
cell_7846,G1,131.9226667
cell_7847,S,553.8261333
cell_7848,G1,86.66133333
cell_7849,G1,173.8512
cell_7850,G1,302.5728
cell_7851,G1,155.2106667
cell_7852,G1,235.6384
cell_7853,S,685.1957333
cell_7854,S,619.4314667
cell_7855,G1,857.5904
cell_7856,S,411.2309333
cell_7857,G1,272.2005333
cell_7858,S,631.0261333
cell_7859,G1,112.8154667
cell_7860,G1,214.9344
cell_7861,G2,1020.8848
cell_7862,S,646.3509333
cell_7863,G1,122.3525333
cell_7864,S,368.8597333
cell_7865,G1,149.1312
cell_7866,S,433.1850667
cell_7867,G1,211.84
cell_7868,S,611.4912
cell_7869,S,448.5765333
cell_7870,S,778.0624
cell_7871,G1,147.4272
cell_7872,G1,841.1344
cell_7873,S,746.1770667
cell_7874,G1,245.5984
cell_7875,S,766.7866667
cell_7876,G1,273.4816
cell_7877,G2,1069.790933
cell_7878,G1,119.1418667
cell_7879,S,372.9962667
cell_7880,G1,60.1088
cell_7881,G1,168.7669333
cell_7882,G2,993.6874667
cell_7883,G1,230.4490667
cell_7884,G1,215.1856
cell_7885,G1,129.7632
cell_7886,G1,223.9984
cell_7887,S,663.4586667
cell_7888,S,643.8778667
cell_7889,G1,99.368
cell_7890,G1,314.1114667
cell_7891,G1,120.2394667
cell_7892,G1,194.1696
cell_7893,G1,1087.195733
